date,region,category,product,units,unit_price,discount,revenue,month
2024-11-19,North,Home & Kitchen,Mixer,5,57.86,0.05,274.835,2024-11-19
2024-11-12,West,Electronics,Smartphone,3,386.58,0.09,1055.3634,2024-11-12
2024-07-04,South,Home & Kitchen,Cookware,1,68.5,0.11,60.965,2024-07-04
2024-08-27,West,Electronics,Laptop,5,293.15,0.0,1465.75,2024-08-27
2024-06-07,South,Sports,Cricket Bat,6,38.48,0.22,180.0864,2024-06-07
2024-10-03,North,Home & Kitchen,Vacuum Cleaner,7,74.49,0.12,458.85839999999996,2024-10-03
2024-01-24,South,Home & Kitchen,Vacuum Cleaner,6,67.35,0.05,383.8949999999999,2024-01-24
2024-02-27,South,Beauty,Face Wash,6,15.22,0.01,90.4068,2024-02-27
2024-12-07,West,Groceries,Rice,5,5.84,0.02,28.616,2024-12-07
2024-03-06,East,Groceries,Snacks,1,5.64,0.0,5.64,2024-03-06
2024-01-23,North,Electronics,Laptop,1,318.57,0.05,302.6415,2024-01-23
2024-06-23,South,Electronics,Smartphone,1,291.44,0.13,253.5528,2024-06-23
2024-03-20,South,Electronics,Smartphone,9,250.06,0.12,1980.4752,2024-03-20
2024-11-30,West,Sports,Football,6,25.25,0.05,143.92499999999998,2024-11-30
2024-08-07,North,Home & Kitchen,Mixer,1,73.38,0.2,58.704,2024-08-07
2024-06-08,South,Electronics,Tablet,5,293.28,0.12,1290.4319999999998,2024-06-08
2024-04-12,East,Groceries,Rice,5,5.33,0.23,20.5205,2024-04-12
2024-08-12,East,Groceries,Rice,9,4.55,0.07,38.083499999999994,2024-08-12
2024-11-04,West,Clothing,T-Shirt,1,30.26,0.13,26.3262,2024-11-04
2024-12-08,West,Clothing,Sneakers,7,25.86,0.18,148.4364,2024-12-08
2024-12-21,East,Groceries,Pulses,4,5.87,0.16,19.7232,2024-12-21
2024-07-25,East,Clothing,Sneakers,3,35.24,0.03,102.5484,2024-07-25
2024-02-02,West,Clothing,T-Shirt,7,23.53,0.2,131.768,2024-02-02
2024-12-22,South,Clothing,Jeans,5,26.59,0.0,132.95,2024-12-22
2024-03-13,East,Sports,Yoga Mat,6,47.27,0.11,252.42180000000002,2024-03-13
2024-09-28,South,Sports,Football,4,49.12,0.08,180.7616,2024-09-28
2024-09-14,North,Groceries,Snacks,1,5.47,0.0,5.47,2024-09-14
2024-06-01,East,Electronics,Tablet,1,342.69,0.22,267.2982,2024-06-01
2024-11-26,North,Home & Kitchen,Cookware,5,65.26,0.11,290.40700000000004,2024-11-26
2024-07-03,North,Clothing,Jacket,8,28.24,0.11,201.06879999999998,2024-07-03
2024-06-06,South,Sports,Dumbbells,6,43.45,0.08,239.84400000000005,2024-06-06
2024-11-23,East,Clothing,Sneakers,2,24.48,0.07,45.532799999999995,2024-11-23
2024-11-29,South,Clothing,Jeans,3,30.49,0.19,74.0907,2024-11-29
2024-05-21,North,Home & Kitchen,Cookware,1,68.13,0.09,61.9983,2024-05-21
2024-09-15,East,Home & Kitchen,Vacuum Cleaner,9,51.74,0.09,423.7506,2024-09-15
2024-04-20,East,Clothing,Jeans,8,25.01,0.14,172.0688,2024-04-20
2024-04-16,South,Sports,Football,9,36.7,0.07,307.179,2024-04-16
2024-09-16,East,Sports,Cricket Bat,4,36.66,0.19,118.77839999999999,2024-09-16
2024-12-18,East,Sports,Football,8,55.76,0.18,365.7856,2024-12-18
2024-10-25,North,Sports,Football,6,41.94,0.11,223.9596,2024-10-25
2024-03-12,East,Electronics,Headphones,6,349.73,0.02,2056.4124,2024-03-12
2024-11-27,West,Beauty,Face Wash,1,13.04,0.13,11.3448,2024-11-27
2024-04-15,North,Groceries,Pulses,1,4.65,0.16,3.906,2024-04-15
2024-02-11,West,Groceries,Pulses,7,5.11,0.09,32.550700000000006,2024-02-11
2024-06-14,South,Clothing,Jeans,5,29.39,0.01,145.48049999999998,2024-06-14
2024-10-07,North,Sports,Football,8,30.56,0.01,242.03519999999997,2024-10-07
2024-05-12,West,Sports,Football,3,47.92,0.27,104.94479999999999,2024-05-12
2024-11-16,West,Clothing,Sneakers,1,29.79,0.0,29.79,2024-11-16
2024-04-19,West,Home & Kitchen,Vacuum Cleaner,6,59.38,0.05,338.466,2024-04-19
2024-09-17,East,Sports,Football,8,35.02,0.2,224.12800000000004,2024-09-17
2024-06-23,West,Home & Kitchen,Mixer,5,59.77,0.08,274.942,2024-06-23
2024-06-29,East,Groceries,Rice,1,6.07,0.08,5.5844000000000005,2024-06-29
2024-07-21,North,Electronics,Headphones,2,419.1,0.12,737.6160000000001,2024-07-21
2024-10-23,West,Home & Kitchen,Mixer,7,56.92,0.17,330.7052,2024-10-23
2024-08-24,North,Home & Kitchen,Cookware,6,31.61,0.14,163.1076,2024-08-24
2024-10-01,South,Sports,Yoga Mat,9,38.27,0.04,330.6528,2024-10-01
2024-08-10,West,Beauty,Perfume,1,13.62,0.17,11.304599999999999,2024-08-10
2024-10-02,West,Electronics,Headphones,7,340.98,0.09,2172.0426,2024-10-02
2024-03-27,East,Sports,Yoga Mat,9,34.0,0.13,266.21999999999997,2024-03-27
2024-02-04,West,Clothing,Jeans,3,29.09,0.01,86.3973,2024-02-04
2024-05-19,East,Home & Kitchen,Mixer,4,67.98,0.1,244.728,2024-05-19
2024-12-13,West,Sports,Yoga Mat,1,43.37,0.19,35.1297,2024-12-13
2024-12-30,North,Clothing,Jeans,3,13.66,0.11,36.4722,2024-12-30
2024-05-15,West,Home & Kitchen,Bedsheet,6,52.62,0.0,315.71999999999997,2024-05-15
2024-02-17,South,Electronics,Laptop,9,360.68,0.2,2596.896,2024-02-17
2024-07-14,East,Home & Kitchen,Mixer,2,56.98,0.0,113.96,2024-07-14
2024-01-15,South,Electronics,Tablet,1,298.17,0.14,256.4262,2024-01-15
2024-11-18,South,Electronics,Headphones,8,221.76,0.11,1578.9312,2024-11-18
2024-07-10,East,Beauty,Moisturizer,4,14.09,0.2,45.088,2024-07-10
2024-10-22,North,Clothing,Sneakers,6,22.57,0.08,124.58640000000003,2024-10-22
2024-06-20,North,Home & Kitchen,Vacuum Cleaner,9,48.74,0.0,438.66,2024-06-20
2024-04-13,West,Home & Kitchen,Mixer,2,64.81,0.0,129.62,2024-04-13
2024-08-13,South,Electronics,Headphones,6,251.9,0.05,1435.83,2024-08-13
2024-07-17,East,Groceries,Beverages,3,4.1,0.11,10.947,2024-07-17
2024-09-05,East,Clothing,Jacket,2,27.76,0.0,55.52,2024-09-05
2024-02-08,South,Clothing,Sneakers,8,31.66,0.2,202.62400000000002,2024-02-08
2024-12-23,North,Sports,Yoga Mat,2,35.12,0.04,67.43039999999999,2024-12-23
2024-08-31,West,Groceries,Pulses,9,4.18,0.01,37.2438,2024-08-31
2024-11-08,South,Clothing,T-Shirt,8,24.27,0.17,161.15279999999998,2024-11-08
2024-02-21,South,Clothing,Jacket,4,31.69,0.19,102.67560000000002,2024-02-21
2024-05-31,East,Clothing,Sneakers,7,23.09,0.03,156.78109999999998,2024-05-31
2024-01-18,North,Home & Kitchen,Mixer,1,55.33,0.1,49.797,2024-01-18
2024-11-21,North,Sports,Cricket Bat,2,44.65,0.05,84.835,2024-11-21
2024-05-31,North,Clothing,Jacket,5,21.25,0.1,95.625,2024-05-31
2024-02-27,North,Home & Kitchen,Cookware,9,49.31,0.0,443.79,2024-02-27
2024-06-21,East,Clothing,T-Shirt,1,15.55,0.17,12.9065,2024-06-21
2024-12-15,South,Sports,Cricket Bat,6,33.98,0.09,185.5308,2024-12-15
2024-02-17,East,Electronics,Laptop,5,348.8,0.04,1674.24,2024-02-17
2024-04-21,West,Sports,Yoga Mat,8,35.22,0.09,256.4016,2024-04-21
2024-03-07,West,Groceries,Snacks,9,6.23,0.0,56.07000000000001,2024-03-07
2024-07-16,West,Electronics,Headphones,1,338.86,0.02,332.0828,2024-07-16
2024-12-20,West,Groceries,Snacks,5,4.63,0.0,23.15,2024-12-20
2024-05-02,West,Electronics,Tablet,1,313.1,0.0,313.1,2024-05-02
2024-12-04,North,Electronics,Smartphone,4,385.32,0.0,1541.28,2024-12-04
2024-12-06,North,Electronics,Tablet,7,310.22,0.03,2106.3938,2024-12-06
2024-10-03,South,Clothing,T-Shirt,8,28.67,0.07,213.3048,2024-10-03
2024-04-04,East,Groceries,Rice,9,4.71,0.09,38.5749,2024-04-04
2024-11-14,North,Electronics,Tablet,4,288.58,0.02,1131.2336,2024-11-14
2024-12-18,East,Groceries,Beverages,3,4.67,0.09,12.7491,2024-12-18
2024-04-01,West,Groceries,Snacks,5,3.72,0.05,17.67,2024-04-01
2024-01-11,South,Beauty,Shampoo,5,11.44,0.0,57.199999999999996,2024-01-11
2024-12-22,East,Clothing,T-Shirt,2,17.9,0.06,33.651999999999994,2024-12-22
2024-11-24,North,Sports,Dumbbells,5,24.57,0.06,115.47899999999998,2024-11-24
2024-08-08,South,Clothing,Sneakers,7,18.89,0.12,116.36240000000002,2024-08-08
2024-10-31,South,Electronics,Headphones,3,286.52,0.0,859.56,2024-10-31
2024-10-10,South,Electronics,Smartphone,7,287.57,0.19,1630.5219000000002,2024-10-10
2024-06-19,West,Sports,Yoga Mat,7,42.08,0.14,253.3216,2024-06-19
2024-03-06,West,Electronics,Headphones,1,240.66,0.3,168.462,2024-03-06
2024-07-14,West,Home & Kitchen,Mixer,6,57.74,0.13,301.4028,2024-07-14
2024-12-17,North,Electronics,Headphones,4,241.61,0.02,947.1112,2024-12-17
2024-12-29,North,Groceries,Pulses,9,5.77,0.02,50.89139999999999,2024-12-29
2024-10-16,South,Sports,Football,9,35.46,0.12,280.84319999999997,2024-10-16
2024-12-04,South,Groceries,Pulses,4,5.55,0.03,21.534,2024-12-04
2024-05-06,East,Groceries,Beverages,1,5.11,0.06,4.8034,2024-05-06
2024-11-19,East,Sports,Football,7,49.13,0.24,261.3716,2024-11-19
2024-08-05,West,Beauty,Face Wash,9,9.29,0.17,69.39629999999998,2024-08-05
2024-12-03,East,Clothing,T-Shirt,1,27.8,0.22,21.684,2024-12-03
2024-05-09,West,Sports,Football,1,22.52,0.11,20.0428,2024-05-09
2024-12-17,South,Beauty,Moisturizer,7,13.02,0.17,75.6462,2024-12-17
2024-10-17,West,Beauty,Moisturizer,2,11.78,0.13,20.4972,2024-10-17
2024-05-15,North,Electronics,Tablet,3,331.85,0.04,955.7280000000001,2024-05-15
2024-11-27,West,Sports,Yoga Mat,9,23.73,0.07,198.62009999999998,2024-11-27
2024-04-05,East,Electronics,Laptop,6,261.79,0.19,1272.2994000000003,2024-04-05
2024-12-27,West,Groceries,Snacks,9,5.07,0.17,37.8729,2024-12-27
2024-07-12,North,Clothing,Jacket,1,28.85,0.13,25.099500000000003,2024-07-12
2024-11-11,East,Electronics,Headphones,3,431.66,0.1,1165.482,2024-11-11
2024-02-20,South,Groceries,Beverages,3,5.71,0.13,14.903099999999998,2024-02-20
2024-10-23,East,Clothing,Jeans,5,32.22,0.06,151.434,2024-10-23
2024-10-30,North,Clothing,Jeans,4,14.3,0.08,52.624,2024-10-30
2024-10-30,East,Clothing,Sneakers,2,21.7,0.16,36.455999999999996,2024-10-30
2024-08-18,South,Home & Kitchen,Vacuum Cleaner,8,66.18,0.2,423.5520000000001,2024-08-18
2024-09-21,West,Sports,Cricket Bat,3,42.84,0.04,123.37920000000001,2024-09-21
2024-09-27,South,Electronics,Headphones,3,314.62,0.16,792.8424,2024-09-27
2024-02-10,South,Home & Kitchen,Bedsheet,5,69.35,0.1,312.075,2024-02-10
2024-05-05,North,Groceries,Pulses,7,4.09,0.0,28.63,2024-05-05
2024-12-29,West,Sports,Dumbbells,9,46.76,0.03,408.21479999999997,2024-12-29
2024-04-30,West,Clothing,T-Shirt,4,23.37,0.19,75.7188,2024-04-30
2024-06-16,East,Clothing,Jeans,6,25.92,0.0,155.52,2024-06-16
2024-10-23,East,Clothing,T-Shirt,1,27.81,0.09,25.3071,2024-10-23
2024-01-30,South,Electronics,Smartphone,1,146.2,0.04,140.35199999999998,2024-01-30
2024-10-15,South,Groceries,Pulses,4,3.1,0.01,12.276,2024-10-15
2024-06-20,East,Home & Kitchen,Cookware,9,45.48,0.13,356.1084,2024-06-20
2024-06-04,North,Groceries,Pulses,7,5.66,0.06,37.2428,2024-06-04
2024-02-13,East,Beauty,Perfume,4,12.23,0.0,48.92,2024-02-13
2024-06-19,South,Clothing,Sneakers,4,25.87,0.23,79.67960000000001,2024-06-19
2024-08-18,West,Clothing,Jacket,3,19.41,0.08,53.571600000000004,2024-08-18
2024-06-16,East,Clothing,Jeans,6,30.91,0.15,157.641,2024-06-16
2024-02-21,South,Clothing,Jacket,3,20.43,0.05,58.2255,2024-02-21
2024-03-12,East,Groceries,Rice,1,4.51,0.21,3.5629,2024-03-12
2024-10-14,North,Clothing,T-Shirt,1,25.06,0.1,22.554,2024-10-14
2024-02-22,North,Clothing,T-Shirt,9,20.64,0.31,128.1744,2024-02-22
2024-11-13,North,Sports,Yoga Mat,9,50.48,0.19,367.99920000000003,2024-11-13
2024-11-16,East,Home & Kitchen,Vacuum Cleaner,6,69.44,0.14,358.31039999999996,2024-11-16
2024-02-23,East,Groceries,Beverages,5,5.15,0.1,23.175,2024-02-23
2024-09-19,North,Home & Kitchen,Mixer,9,82.03,0.18,605.3814,2024-09-19
2024-02-09,North,Home & Kitchen,Cookware,9,76.53,0.17,571.6791,2024-02-09
2024-12-01,North,Electronics,Headphones,9,393.18,0.11,3149.3718,2024-12-01
2024-10-22,West,Beauty,Moisturizer,9,11.17,0.26,74.3922,2024-10-22
2024-11-02,North,Groceries,Beverages,9,5.83,0.03,50.8959,2024-11-02
2024-06-17,West,Electronics,Headphones,4,297.63,0.13,1035.7524,2024-06-17
2024-05-27,East,Beauty,Shampoo,4,14.02,0.06,52.715199999999996,2024-05-27
2024-10-13,South,Home & Kitchen,Bedsheet,8,61.37,0.02,481.14079999999996,2024-10-13
2024-12-31,South,Home & Kitchen,Vacuum Cleaner,6,65.71,0.06,370.6044,2024-12-31
2024-12-27,West,Electronics,Headphones,3,331.23,0.12,874.4472000000001,2024-12-27
2024-03-02,North,Groceries,Rice,4,5.01,0.07,18.637199999999996,2024-03-02
2024-12-13,East,Home & Kitchen,Mixer,1,47.41,0.0,47.41,2024-12-13
2024-07-04,East,Electronics,Laptop,4,386.32,0.18,1267.1296,2024-07-04
2024-02-27,West,Electronics,Headphones,8,309.08,0.13,2151.1967999999997,2024-02-27
2024-05-01,West,Sports,Yoga Mat,5,43.11,0.07,200.4615,2024-05-01
2024-08-04,East,Electronics,Tablet,8,232.43,0.02,1822.2512,2024-08-04
2024-04-27,West,Home & Kitchen,Vacuum Cleaner,9,48.1,0.17,359.307,2024-04-27
2024-05-15,East,Home & Kitchen,Vacuum Cleaner,9,50.36,0.0,453.24,2024-05-15
2024-01-15,South,Home & Kitchen,Vacuum Cleaner,2,52.07,0.19,84.35340000000001,2024-01-15
2024-11-30,East,Beauty,Shampoo,2,9.5,0.06,17.86,2024-11-30
2024-12-15,South,Beauty,Perfume,5,13.44,0.08,61.824000000000005,2024-12-15
2024-01-07,North,Beauty,Perfume,9,13.93,0.09,114.08670000000001,2024-01-07
2024-06-04,North,Beauty,Perfume,6,13.51,0.17,67.2798,2024-06-04
2024-07-18,North,Sports,Dumbbells,5,56.79,0.05,269.7525,2024-07-18
2024-11-11,West,Clothing,T-Shirt,1,27.28,0.07,25.3704,2024-11-11
2024-09-27,South,Sports,Yoga Mat,6,38.23,0.01,227.0862,2024-09-27
2024-07-15,North,Groceries,Snacks,2,4.05,0.15,6.885,2024-07-15
2024-01-27,East,Electronics,Headphones,1,314.54,0.15,267.35900000000004,2024-01-27
2024-08-02,West,Beauty,Shampoo,8,10.63,0.13,73.9848,2024-08-02
2024-08-16,North,Clothing,Jeans,6,27.16,0.18,133.62720000000002,2024-08-16
2024-07-28,East,Sports,Cricket Bat,5,23.05,0.08,106.03,2024-07-28
2024-08-01,West,Sports,Football,2,43.25,0.04,83.03999999999999,2024-08-01
2024-09-30,East,Beauty,Shampoo,1,13.96,0.03,13.5412,2024-09-30
2024-09-25,West,Electronics,Laptop,3,264.29,0.01,784.9413000000001,2024-09-25
2024-12-14,East,Sports,Cricket Bat,5,38.24,0.05,181.64000000000001,2024-12-14
2024-01-29,East,Groceries,Rice,1,6.46,0.01,6.3953999999999995,2024-01-29
2024-07-16,West,Sports,Dumbbells,4,22.86,0.23,70.4088,2024-07-16
2024-08-21,West,Clothing,Jacket,3,18.95,0.19,46.0485,2024-08-21
2024-02-29,South,Electronics,Tablet,1,369.77,0.12,325.3976,2024-02-29
2024-02-23,East,Home & Kitchen,Cookware,9,52.94,0.12,419.28479999999996,2024-02-23
2024-01-04,North,Home & Kitchen,Vacuum Cleaner,5,61.29,0.04,294.19199999999995,2024-01-04
2024-02-17,South,Clothing,Jeans,9,20.51,0.02,180.8982,2024-02-17
2024-11-15,East,Sports,Cricket Bat,2,35.38,0.08,65.09920000000001,2024-11-15
2024-02-23,West,Beauty,Face Wash,9,8.88,0.03,77.5224,2024-02-23
2024-08-28,South,Sports,Football,8,53.17,0.09,387.0776,2024-08-28
2024-10-02,East,Electronics,Tablet,9,252.26,0.15,1929.789,2024-10-02
2024-01-09,West,Clothing,Jacket,8,19.91,0.08,146.5376,2024-01-09
2024-08-16,South,Groceries,Snacks,9,4.98,0.03,43.47540000000001,2024-08-16
2024-12-18,West,Beauty,Perfume,7,12.89,0.17,74.8909,2024-12-18
2024-03-24,East,Beauty,Face Wash,9,9.99,0.09,81.8181,2024-03-24
2024-07-25,East,Beauty,Moisturizer,1,9.49,0.08,8.7308,2024-07-25
2024-03-14,East,Home & Kitchen,Bedsheet,7,61.06,0.11,380.40380000000005,2024-03-14
2024-06-28,West,Clothing,Sneakers,8,30.46,0.16,204.6912,2024-06-28
2024-03-20,East,Electronics,Smartphone,6,278.35,0.1,1503.0900000000001,2024-03-20
2024-11-01,East,Beauty,Shampoo,8,14.19,0.06,106.7088,2024-11-01
2024-06-12,West,Clothing,Jacket,8,31.87,0.13,221.8152,2024-06-12
2024-05-19,North,Electronics,Smartphone,4,298.86,0.14,1028.0784,2024-05-19
2024-03-30,North,Electronics,Headphones,5,266.42,0.0,1332.1000000000001,2024-03-30
2024-08-22,East,Beauty,Face Wash,7,13.11,0.11,81.6753,2024-08-22
2024-12-05,West,Sports,Football,3,49.84,0.0,149.52,2024-12-05
2024-07-28,West,Home & Kitchen,Bedsheet,6,48.98,0.05,279.186,2024-07-28
2024-03-17,West,Clothing,Sneakers,8,19.88,0.04,152.67839999999998,2024-03-17
2024-07-26,North,Home & Kitchen,Mixer,2,59.17,0.17,98.2222,2024-07-26
2024-03-08,West,Clothing,Jeans,4,28.29,0.2,90.528,2024-03-08
2024-12-11,West,Electronics,Laptop,2,377.12,0.07,701.4431999999999,2024-12-11
2024-03-27,North,Clothing,Sneakers,8,27.91,0.15,189.78799999999998,2024-03-27
2024-07-27,North,Groceries,Pulses,5,3.39,0.11,15.0855,2024-07-27
2024-06-21,North,Clothing,Jacket,2,21.96,0.12,38.6496,2024-06-21
2024-11-06,South,Electronics,Tablet,5,333.35,0.19,1350.0675,2024-11-06
2024-06-25,East,Electronics,Headphones,5,376.01,0.14,1616.8429999999998,2024-06-25
2024-10-10,East,Groceries,Pulses,6,5.25,0.14,27.09,2024-10-10
2024-09-12,North,Home & Kitchen,Cookware,6,94.86,0.05,540.702,2024-09-12
2024-08-14,West,Home & Kitchen,Bedsheet,4,57.28,0.07,213.08159999999998,2024-08-14
2024-07-31,East,Beauty,Face Wash,7,11.81,0.21,65.30930000000001,2024-07-31
2024-09-16,East,Sports,Dumbbells,3,39.67,0.05,113.0595,2024-09-16
2024-03-04,North,Home & Kitchen,Vacuum Cleaner,1,38.8,0.05,36.85999999999999,2024-03-04
2024-05-01,North,Groceries,Beverages,3,4.34,0.0,13.02,2024-05-01
2024-06-05,West,Groceries,Rice,2,5.9,0.14,10.148,2024-06-05
2024-08-18,North,Electronics,Headphones,2,274.09,0.0,548.18,2024-08-18
2024-05-29,South,Sports,Cricket Bat,5,37.27,0.03,180.75950000000003,2024-05-29
2024-01-19,West,Groceries,Beverages,4,5.44,0.25,16.32,2024-01-19
2024-07-27,East,Home & Kitchen,Bedsheet,7,49.93,0.22,272.6178,2024-07-27
2024-09-02,West,Sports,Football,1,31.37,0.05,29.8015,2024-09-02
2024-07-10,North,Beauty,Face Wash,3,13.58,0.29,28.9254,2024-07-10
2024-03-11,West,Electronics,Laptop,7,300.81,0.01,2084.6133,2024-03-11
2024-01-05,East,Groceries,Pulses,4,4.56,0.07,16.963199999999997,2024-01-05
2024-06-16,East,Sports,Dumbbells,7,39.53,0.07,257.3403,2024-06-16
2024-03-07,North,Clothing,Sneakers,5,16.72,0.0,83.6,2024-03-07
2024-06-08,South,Sports,Football,9,40.04,0.05,342.342,2024-06-08
2024-08-01,East,Electronics,Smartphone,3,254.97,0.06,719.0153999999999,2024-08-01
2024-10-09,East,Home & Kitchen,Bedsheet,5,66.03,0.14,283.929,2024-10-09
2024-07-28,North,Home & Kitchen,Mixer,2,55.22,0.25,82.83,2024-07-28
2024-09-29,South,Home & Kitchen,Cookware,6,77.51,0.24,353.44560000000007,2024-09-29
2024-07-12,South,Clothing,Jacket,6,22.38,0.12,118.1664,2024-07-12
2024-01-14,East,Electronics,Smartphone,9,263.49,0.02,2323.9818,2024-01-14
2024-07-30,West,Beauty,Face Wash,1,10.69,0.06,10.048599999999999,2024-07-30
2024-11-14,West,Groceries,Rice,4,4.61,0.16,15.489600000000001,2024-11-14
2024-08-15,South,Sports,Cricket Bat,9,48.25,0.04,416.88,2024-08-15
2024-02-20,East,Home & Kitchen,Cookware,7,70.03,0.02,480.4058,2024-02-20
2024-03-04,North,Clothing,Jacket,4,20.18,0.19,65.3832,2024-03-04
2024-09-21,North,Electronics,Smartphone,6,350.53,0.1,1892.8619999999999,2024-09-21
2024-10-27,North,Electronics,Headphones,2,288.42,0.09,524.9244,2024-10-27
2024-02-26,East,Beauty,Perfume,9,13.69,0.1,110.889,2024-02-26
2024-07-12,South,Clothing,Sneakers,5,27.51,0.0,137.55,2024-07-12
2024-04-07,West,Electronics,Headphones,3,384.64,0.0,1153.92,2024-04-07
2024-11-09,West,Home & Kitchen,Cookware,4,45.33,0.14,155.93519999999998,2024-11-09
2024-03-19,North,Beauty,Perfume,9,13.32,0.19,97.1028,2024-03-19
2024-03-14,North,Home & Kitchen,Bedsheet,1,51.93,0.23,39.9861,2024-03-14
2024-08-19,South,Sports,Football,9,43.98,0.22,308.7396,2024-08-19
2024-05-24,North,Home & Kitchen,Mixer,7,67.2,0.08,432.76800000000003,2024-05-24
2024-12-09,West,Clothing,Sneakers,6,24.52,0.0,147.12,2024-12-09
2024-07-10,South,Electronics,Headphones,1,321.11,0.11,285.78790000000004,2024-07-10
2024-08-23,North,Clothing,Sneakers,5,28.84,0.0,144.2,2024-08-23
2024-05-24,West,Beauty,Perfume,8,9.84,0.1,70.848,2024-05-24
2024-10-22,North,Groceries,Rice,1,5.77,0.08,5.3084,2024-10-22
2024-01-06,South,Beauty,Perfume,4,13.98,0.0,55.92,2024-01-06
2024-11-08,West,Beauty,Shampoo,7,10.39,0.0,72.73,2024-11-08
2024-12-07,North,Clothing,Jeans,8,25.75,0.21,162.74,2024-12-07
2024-07-26,West,Electronics,Laptop,9,357.82,0.07,2994.9534,2024-07-26
2024-07-25,West,Groceries,Beverages,6,5.45,0.04,31.392000000000003,2024-07-25
2024-03-09,South,Home & Kitchen,Cookware,8,66.08,0.02,518.0672,2024-03-09
2024-03-10,North,Groceries,Snacks,1,5.19,0.1,4.671,2024-03-10
2024-05-16,East,Clothing,Sneakers,5,29.43,0.14,126.549,2024-05-16
2024-07-07,North,Home & Kitchen,Cookware,6,55.09,0.08,304.09680000000003,2024-07-07
2024-11-21,East,Electronics,Headphones,6,306.12,0.1,1653.048,2024-11-21
2024-02-22,South,Home & Kitchen,Vacuum Cleaner,1,61.23,0.13,53.2701,2024-02-22
2024-03-16,West,Sports,Yoga Mat,2,23.54,0.21,37.1932,2024-03-16
2024-04-19,North,Groceries,Pulses,9,4.33,0.07,36.24209999999999,2024-04-19
2024-08-13,West,Clothing,Jacket,5,23.09,0.09,105.0595,2024-08-13
2024-12-10,West,Home & Kitchen,Mixer,5,56.91,0.19,230.48549999999997,2024-12-10
2024-01-10,North,Clothing,Sneakers,3,20.16,0.16,50.803200000000004,2024-01-10
2024-09-24,South,Clothing,Sneakers,3,28.1,0.12,74.18400000000001,2024-09-24
2024-10-27,West,Electronics,Headphones,2,173.11,0.14,297.74920000000003,2024-10-27
2024-06-21,South,Beauty,Perfume,1,13.66,0.13,11.8842,2024-06-21
2024-10-18,North,Groceries,Rice,9,5.37,0.06,45.4302,2024-10-18
2024-04-26,West,Groceries,Snacks,7,6.18,0.11,38.5014,2024-04-26
2024-12-31,West,Clothing,Jeans,8,30.75,0.11,218.94,2024-12-31
2024-04-01,North,Sports,Yoga Mat,6,47.33,0.18,232.86360000000002,2024-04-01
2024-05-14,East,Electronics,Laptop,2,329.14,0.09,599.0348,2024-05-14
2024-11-03,North,Sports,Yoga Mat,4,52.96,0.04,203.3664,2024-11-03
2024-11-21,North,Beauty,Moisturizer,9,8.44,0.0,75.96,2024-11-21
2024-10-18,North,Beauty,Face Wash,6,13.44,0.01,79.8336,2024-10-18
2024-12-13,East,Home & Kitchen,Cookware,4,35.77,0.22,111.60240000000002,2024-12-13
2024-07-07,North,Beauty,Shampoo,6,11.35,0.19,55.161,2024-07-07
2024-10-26,South,Home & Kitchen,Cookware,5,73.74,0.19,298.647,2024-10-26
2024-01-12,East,Clothing,Sneakers,9,23.17,0.05,198.10350000000003,2024-01-12
2024-02-17,South,Home & Kitchen,Cookware,4,49.46,0.1,178.056,2024-02-17
2024-04-16,West,Electronics,Laptop,9,175.75,0.13,1376.1225,2024-04-16
2024-03-05,East,Beauty,Perfume,5,11.19,0.17,46.4385,2024-03-05
2024-08-18,South,Beauty,Face Wash,9,8.85,0.16,66.90599999999999,2024-08-18
2024-12-09,South,Home & Kitchen,Bedsheet,8,88.25,0.03,684.8199999999999,2024-12-09
2024-02-12,West,Electronics,Headphones,1,361.64,0.15,307.394,2024-02-12
2024-02-01,East,Clothing,T-Shirt,7,19.54,0.09,124.4698,2024-02-01
2024-07-20,North,Sports,Football,3,41.78,0.06,117.8196,2024-07-20
2024-11-08,East,Electronics,Tablet,2,430.35,0.07,800.451,2024-11-08
2024-11-24,West,Groceries,Pulses,8,5.15,0.0,41.2,2024-11-24
2024-07-17,East,Groceries,Beverages,2,4.29,0.08,7.8936,2024-07-17
2024-01-25,East,Beauty,Face Wash,1,9.92,0.11,8.8288,2024-01-25
2024-05-05,South,Electronics,Headphones,7,401.3,0.12,2472.008,2024-05-05
2024-08-17,West,Clothing,T-Shirt,2,22.32,0.2,35.712,2024-08-17
2024-01-26,East,Beauty,Face Wash,6,11.27,0.07,62.8866,2024-01-26
2024-09-05,South,Beauty,Moisturizer,7,10.54,0.16,61.9752,2024-09-05
2024-04-15,North,Sports,Cricket Bat,8,45.93,0.0,367.44,2024-04-15
2024-08-04,South,Sports,Yoga Mat,3,39.88,0.11,106.47960000000002,2024-08-04
2024-02-14,North,Home & Kitchen,Vacuum Cleaner,3,46.8,0.0,140.39999999999998,2024-02-14
2024-01-15,East,Sports,Dumbbells,2,40.12,0.13,69.80879999999999,2024-01-15
2024-05-17,East,Beauty,Moisturizer,2,8.36,0.06,15.716799999999997,2024-05-17
2024-01-29,West,Beauty,Moisturizer,5,8.04,0.14,34.571999999999996,2024-01-29
2024-10-10,West,Beauty,Face Wash,9,11.13,0.1,90.153,2024-10-10
