order_id,date,region,category,product,units,unit_price,discount,revenue
670837,2024-01-03,EAST,CLOTHING,laptop,21,37.26,0.56,344.28239999999994
541668,2024-03-30,north,CLOTHING,laptop,8,52.7,0.53,198.152
815856,2024-08-15,South ,CLOTHING,laptop,1,30.0,0.29,21.299999999999997
623975,2024-09-03,EAST,CLOTHING,Cricket Bat ,8,38.74,0.56,136.3648
695027,2024-01-19,north, Beauty,Cricket Bat ,-2,55.94,0.48,0.0
371066,2024-11-09,EAST, Beauty,Vacuum Cleaner,6,43.29,-0.04,259.74
282846,2024-03-18,west ,CLOTHING,Cricket Bat ,21,25.44,0.2,427.39200000000005
711288,2024-12-03,EAST,CLOTHING,Cricket Bat ,5,40.52,0.07,188.418
965335,2024-11-15,north, Beauty,Smartphone ,14,6.6,0.45,50.82
687648,2024-08-24,west ,electronics, T-Shirt,13,16.21,0.28,151.72560000000001
574499,2024-09-14,EAST,SPORTS,laptop,10,65.34,0.13,568.4580000000001
603262,2024-03-11,South ,home & kitchen,Vacuum Cleaner,13,43.12,-0.03,560.56
826911,2024-04-03,west ,electronics,Vacuum Cleaner,13,56.88,0.44,414.0864000000001
302910,2024-02-21,EAST, Beauty,Cricket Bat ,20,53.64,0.19,868.9680000000001
970259,2024-04-28,north,CLOTHING,Vacuum Cleaner,13,37.38,0.16,408.18960000000004
827595,2024-01-27,South ,electronics,Vacuum Cleaner,20,,0.51,483.042
801665,2024-09-14,north,home & kitchen,Rice,8,69.81,0.58,234.56160000000003
388777,2024-04-03,South ,Groceries ,Cricket Bat ,8,64.27,0.33,344.4871999999999
875939,2024-04-16,north,SPORTS,Smartphone ,4,53.85,0.47,114.162
699088,2024-03-08,north,SPORTS,Smartphone ,6,57.69,0.21,273.4506
202200,2024-09-10,north,CLOTHING,Vacuum Cleaner,17,37.75,0.17,532.6524999999999
505173,2024-01-22,north,SPORTS,Rice,1,49.95,0.11,44.4555
110915,2024-12-06,EAST,CLOTHING,Smartphone ,24,39.0,0.53,439.91999999999996
791260,2024-06-16,South ,electronics,Rice,21,48.65,0.43,582.3405
645145,2024-07-12,EAST,Groceries ,laptop,3,26.6,0.47,42.29400000000001
808665,2024-11-14,South ,CLOTHING,Rice,24,63.48,0.23,1173.1104
858318,2024-06-15,South ,CLOTHING, T-Shirt,7,35.58,0.6,99.62400000000001
492340,2024-09-16,South ,home & kitchen,Smartphone ,8,54.23,0.37,273.31919999999997
532122,2024-04-10,west ,SPORTS,Cricket Bat ,21,52.19,0.21,865.8321000000001
761590,2024-12-05,South ,home & kitchen,Cricket Bat ,13,,0.29,454.94669999999996
493571,2024-09-11,west ,CLOTHING,Vacuum Cleaner,7,48.77,0.28,245.8008
237592,2024-01-05,South ,CLOTHING,laptop,6,18.2,0.42,63.336
927716,2024-12-29,EAST,electronics,laptop,-1,61.55,0.33,0.0
474989,2024-07-26,west ,CLOTHING,Cricket Bat ,16,55.62,0.37,560.6496
978716,2024-08-19,South ,CLOTHING,Cricket Bat ,13,22.68,0.0,294.84
606622,2024-06-04,north, Beauty,Rice,12,48.52,0.54,267.8304
189507,2024-02-29,South ,SPORTS,Vacuum Cleaner,21,73.7,0.54,711.942
508952,2024-02-15,EAST,Groceries , T-Shirt,14,59.89,0.33,561.7682
678669,2024-06-09,EAST,CLOTHING,Cricket Bat ,17,,0.05,796.0334999999999
268727,2024-07-26,EAST,electronics,laptop,23,63.74,0.49,747.6702
522966,2024-08-31,north,electronics,laptop,7,56.36,0.27,287.9996
508626,2024-11-04,west ,electronics,Smartphone ,0,12.55,0.41,0.0
929271,2024-12-20,South ,CLOTHING,Vacuum Cleaner,10,28.7,0.04,275.52
183804,2024-01-05,South ,Groceries ,Smartphone ,8,43.33,0.46,187.1856
563605,2024-01-19,north,CLOTHING,Smartphone ,2,57.11,0.23,87.9494
304182,2024-05-27,EAST,CLOTHING,laptop,5,,0.2,197.16
390013,2024-10-08,north, Beauty,laptop,6,86.43,0.04,497.83680000000004
511516,2024-08-05,EAST,CLOTHING,Rice,12,56.46,0.36,433.6128
721650,2024-04-28,EAST,home & kitchen, T-Shirt,-2,57.22,0.03,0.0
597706,2024-08-14,EAST,home & kitchen,Rice,24,,0.31,816.2424
971873,2024-01-11,west ,Groceries ,Rice,19,66.57,0.43,720.9531000000001
671923,2024-12-08,west , Beauty,laptop,20,58.86,-0.02,1177.2
350916,2024-06-30,EAST, Beauty,laptop,0,29.21,0.45,0.0
631497,2024-06-08,South ,Groceries ,laptop,20,65.86,0.03,1277.684
936580,2024-01-08,west ,home & kitchen,Cricket Bat ,23,74.67,0.38,1064.7942
430096,2024-03-21,west ,electronics,Vacuum Cleaner,23,65.46,0.13,1309.8546
502186,2024-02-25,EAST,Groceries ,laptop,3,,0.21,116.8173
162219,2024-01-29,west ,Groceries ,laptop,20,61.59,0.41,726.7620000000002
706180,2024-04-26,South ,electronics, T-Shirt,12,58.31,0.51,342.8628
591438,2024-04-03,north,CLOTHING,Smartphone ,3,63.43,-0.03,190.29
103246,2024-05-19,west ,home & kitchen,laptop,18,,0.29,629.9262
721070,2024-05-03,west ,CLOTHING,laptop,2,13.1,0.28,18.863999999999997
985642,2024-04-28,north,home & kitchen,Rice,19,33.58,0.18,523.1764000000001
639671,2024-05-22,EAST,home & kitchen,Rice,10,56.73,0.55,255.28499999999997
105242,2024-09-22,South ,home & kitchen,Smartphone ,8,,0.57,169.5576
650345,2024-07-18,EAST,SPORTS,Cricket Bat ,22,36.36,0.15,679.9319999999999
520576,2024-10-21,South , Beauty,laptop,24,67.54,0.18,1329.1872
183425,2024-10-24,west ,electronics,Cricket Bat ,17,49.82,0.39,516.6334
253318,2024-02-22,west , Beauty,laptop,12,72.88,0.58,367.3152
850904,2024-01-10,South ,home & kitchen,Vacuum Cleaner,1,57.03,0.23,43.9131
252879,2024-07-25,South ,electronics,laptop,7,33.88,0.46,128.06640000000002
728426,2024-11-18,west ,Groceries ,Cricket Bat ,13,49.57,0.51,315.7609
755961,2024-04-18,EAST,CLOTHING, T-Shirt,18,43.08,0.19,628.1064
277640,2024-08-03,west , Beauty,Rice,21,38.99,0.5,409.39500000000004
735376,2024-01-31,west ,SPORTS, T-Shirt,20,64.66,0.5,646.5999999999999
589126,2024-05-05,EAST, Beauty,Vacuum Cleaner,13,38.7,0.33,337.077
775940,2024-05-19,EAST,electronics,laptop,0,55.43,-0.02,0.0
307448,2024-08-07,EAST,home & kitchen, T-Shirt,15,,0.47,391.8555
118859,2024-08-28,north,CLOTHING,laptop,14,41.57,0.53,273.5306
940333,2024-08-14,EAST,home & kitchen, T-Shirt,24,49.08,0.48,612.5184
693995,2024-05-19,west , Beauty, T-Shirt,20,21.7,0.48,225.68
984772,2024-02-19,west ,home & kitchen,Smartphone ,17,29.88,0.26,375.8904
588473,2024-10-16,north,CLOTHING,Vacuum Cleaner,5,53.31,0.19,215.90550000000002
916150,2024-08-06,west ,Groceries ,laptop,2,39.54,0.19,64.0548
149015,2024-06-03,EAST,Groceries , T-Shirt,16,55.15,0.03,855.928
887897,2024-08-14,north, Beauty, T-Shirt,22,68.53,0.08,1387.0472000000002
145210,2024-11-02,EAST,SPORTS,laptop,5,100.13,0.55,225.29249999999996
325086,2024-01-02,EAST, Beauty,laptop,2,68.17,0.24,103.61840000000001
463929,2024-03-26,north, Beauty,Rice,24,46.82,0.52,539.3664
593779,2024-04-27,north,home & kitchen,Rice,15,34.16,0.58,215.208
112782,2024-10-12,South , Beauty,Smartphone ,7,48.45,0.29,240.7965
966435,2024-06-13,north,electronics,laptop,20,49.29,0.23,759.066
203224,2024-03-31,EAST,home & kitchen,Cricket Bat ,17,65.54,0.05,1058.471
809194,2024-11-26,EAST,CLOTHING,laptop,8,47.0,0.27,274.48
634519,2024-06-30,South ,Groceries ,Rice,2,40.32,0.2,64.512
800013,2024-10-31,north,SPORTS,Vacuum Cleaner,13,64.56,0.11,746.9592
747697,2024-01-13,EAST, Beauty, T-Shirt,24,40.35,0.28,697.248
745173,2024-09-11,north,SPORTS,Smartphone ,23,30.51,0.59,287.70930000000004
962687,2024-11-12,EAST,electronics,Vacuum Cleaner,4,42.64,0.54,78.4576
614989,2024-03-23,EAST,electronics, T-Shirt,5,55.68,0.43,158.68800000000002
181414,2024-07-27,South ,electronics,Smartphone ,12,47.92,0.19,465.7824
148732,2024-06-11,west , Beauty,Rice,19,,0.49,477.6201
625344,2024-06-14,north,electronics, T-Shirt,19,57.04,-0.02,1083.76
128847,2024-10-25,west ,electronics,Vacuum Cleaner,18,46.04,0.32,563.5296
165267,2024-05-16,EAST,home & kitchen,Rice,15,19.82,-0.04,297.3
951255,2024-09-17,EAST,Groceries ,Cricket Bat ,0,26.75,0.22,0.0
690629,2024-06-26,north,CLOTHING,Smartphone ,6,47.65,0.46,154.386
421716,2024-11-24,South ,Groceries ,Vacuum Cleaner,22,42.07,0.58,388.7268
164145,2024-03-22,west ,SPORTS,Cricket Bat ,12,55.48,0.0,665.76
563340,2024-01-14,South ,SPORTS,Rice,12,46.76,0.0,561.12
829053,2024-01-14,EAST,SPORTS,Vacuum Cleaner,19,61.36,0.05,1107.5479999999998
531482,2024-07-23,north,electronics,Cricket Bat ,-2,52.56,0.49,0.0
682562,2024-10-10,South ,SPORTS,Rice,15,73.23,0.6,439.38000000000005
741078,2024-08-19,north,home & kitchen,Rice,1,53.5,0.57,23.005000000000003
638744,2024-05-19,north,SPORTS, T-Shirt,17,31.45,0.12,470.49199999999996
271630,2024-11-04,EAST,CLOTHING,laptop,4,48.95,0.15,166.43
921954,2024-08-27,South ,CLOTHING,laptop,4,,0.12,173.5008
572551,2024-09-14,EAST,home & kitchen,Rice,0,78.22,0.31,0.0
189869,2024-11-25,South ,electronics,Vacuum Cleaner,0,38.48,0.14,0.0
683009,2024-03-09,South ,CLOTHING,Cricket Bat ,2,,0.13,85.7646
538333,2024-11-16,EAST,SPORTS,Cricket Bat ,17,54.73,0.14,800.1526
669257,2024-12-07,west ,home & kitchen,laptop,7,57.83,0.44,226.69360000000003
295928,2024-10-14,north,home & kitchen,Cricket Bat ,22,57.5,-0.05,1265.0
680077,2024-02-06,South ,SPORTS,Vacuum Cleaner,-2,44.02,0.15,0.0
711339,2024-09-11,west ,CLOTHING,Cricket Bat ,4,32.66,0.08,120.18879999999999
982561,2024-12-08,north,home & kitchen, T-Shirt,12,15.7,0.48,97.96799999999999
455341,2024-02-08,west , Beauty,Vacuum Cleaner,5,,0.03,239.05649999999997
989174,2024-07-01,north,home & kitchen, T-Shirt,10,31.18,0.35,202.67000000000002
849823,2024-06-27,EAST,home & kitchen,Vacuum Cleaner,5,7.91,0.25,29.662499999999998
350157,2024-09-13,EAST,SPORTS,laptop,13,44.66,-0.04,580.5799999999999
323311,2024-02-05,west ,home & kitchen,Smartphone ,9,41.4,0.56,163.94399999999996
815190,2024-08-01,north,home & kitchen,Smartphone ,24,61.83,-0.01,1483.92
626090,2024-06-24,EAST,CLOTHING, T-Shirt,-2,33.43,0.01,0.0
436884,2024-02-10,west ,electronics,Smartphone ,12,49.28,0.23,455.34720000000004
385256,2024-05-11,west ,electronics,Cricket Bat ,16,94.78,-0.01,1516.48
718057,2024-02-13,north,electronics,Smartphone ,11,23.04,0.31,174.87359999999998
262486,2024-01-01,west , Beauty, T-Shirt,13,48.51,0.33,422.52209999999997
388622,2024-03-08,South ,Groceries ,Smartphone ,-2,49.29,-0.03,0.0
296532,2024-07-16,west , Beauty,Cricket Bat ,6,68.12,0.18,335.15040000000005
675560,2024-06-06,South ,electronics,Vacuum Cleaner,1,101.19,0.57,43.511700000000005
779909,2024-04-17,EAST, Beauty,Smartphone ,19,58.95,0.39,683.2305
537518,2024-04-12,EAST,electronics,Rice,22,62.45,0.5,686.95
148706,2024-07-19,west ,electronics, T-Shirt,11,74.63,0.6,328.372
422928,2024-07-17,north,Groceries ,Smartphone ,12,61.38,0.44,412.4736000000001
946842,2024-11-03,north,CLOTHING,Rice,1,70.65,0.03,68.5305
204895,2024-05-31,west ,SPORTS, T-Shirt,9,57.06,0.56,225.95759999999996
565203,2024-04-17,South ,electronics,Cricket Bat ,17,61.05,0.38,643.467
169939,2024-04-21,South ,Groceries ,laptop,13,52.04,0.45,372.086
330636,2024-03-08,west , Beauty,Rice,7,43.59,0.05,289.8735
210975,2024-08-11,South ,SPORTS,Vacuum Cleaner,0,66.14,0.27,0.0
555084,2024-12-05,west ,electronics,Cricket Bat ,11,61.73,0.12,597.5464
258670,2024-09-20,west ,CLOTHING,Smartphone ,15,50.22,0.27,549.909
822906,2024-03-04,South ,home & kitchen,Smartphone ,24,,0.42,686.1168000000001
646228,2024-04-08,north, Beauty,Cricket Bat ,19,78.44,0.22,1162.4808
315536,2024-02-08,South ,Groceries ,laptop,-1,54.62,0.08,0.0
460594,2024-07-14,South ,CLOTHING,Smartphone ,11,70.19,-0.03,772.0899999999999
632336,2024-03-07,west ,SPORTS,Cricket Bat ,24,32.9,-0.05,789.5999999999999
448613,2024-03-17,north,electronics,Smartphone ,5,47.07,0.17,195.3405
918485,2024-01-07,west ,CLOTHING,Smartphone ,-1,30.61,0.25,0.0
112361,2024-03-27,west ,home & kitchen,laptop,7,24.78,0.54,79.7916
764860,2024-05-30,EAST,Groceries ,laptop,10,53.58,0.52,257.18399999999997
807944,2024-04-21,west ,electronics,Rice,14,72.98,0.48,531.2944
468985,2024-02-11,west ,electronics,Cricket Bat ,22,52.28,0.16,966.1344
337230,2024-09-26,north,Groceries , T-Shirt,16,63.54,0.06,955.6415999999999
316666,2024-04-28,west , Beauty,Vacuum Cleaner,3,49.63,0.05,141.4455
535112,2024-08-12,South ,SPORTS,Rice,19,28.91,0.51,269.15209999999996
394366,2024-03-29,west ,home & kitchen,laptop,5,71.01,0.12,312.444
782181,2024-01-04,South ,Groceries ,Cricket Bat ,15,28.42,-0.02,426.3
735223,2024-11-10,EAST,electronics,Vacuum Cleaner,18,40.86,-0.02,735.48
400921,2024-02-20,South ,Groceries ,Rice,10,41.1,0.54,189.05999999999997
312558,2024-10-27,South ,CLOTHING, T-Shirt,22,44.76,0.01,974.8727999999999
846151,2024-12-30,EAST,CLOTHING,Smartphone ,18,30.68,0.11,491.4936
146930,2024-10-28,EAST, Beauty, T-Shirt,11,28.32,0.4,186.91199999999998
977475,2024-09-22,north,home & kitchen,laptop,9,72.45,0.22,508.59900000000005
468212,2024-09-21,South ,SPORTS,Cricket Bat ,14,52.08,0.31,503.09279999999995
239967,2024-12-25,South ,CLOTHING, T-Shirt,14,64.14,0.37,565.7148000000001
952116,2024-07-11,north,SPORTS,Vacuum Cleaner,1,66.11,0.38,40.9882
786542,2024-01-23,EAST,home & kitchen, T-Shirt,10,14.29,0.28,102.88799999999998
136779,2024-06-26,South ,CLOTHING,Cricket Bat ,22,47.23,0.02,1018.2787999999999
414369,2024-06-03,EAST,Groceries , T-Shirt,6,53.09,0.49,162.45540000000003
358406,2024-08-20,west ,home & kitchen, T-Shirt,8,44.04,0.58,147.9744
580527,2024-07-13,west ,SPORTS,Cricket Bat ,3,102.47,0.28,221.33519999999996
736172,2024-08-23,EAST,electronics,Rice,3,25.29,0.47,40.2111
425206,2024-01-21,South ,Groceries ,Smartphone ,19,14.84,0.07,262.22279999999995
251896,2024-01-30,west ,Groceries ,Smartphone ,8,,0.54,181.38719999999998
153370,2024-06-13,EAST,CLOTHING,Rice,13,82.44,0.43,610.8804000000001
542858,2024-05-16,west ,home & kitchen, T-Shirt,1,58.76,0.51,28.792399999999997
712883,2024-02-16,South ,SPORTS,laptop,11,45.44,0.1,449.856
688816,2024-02-25,north,SPORTS,Rice,24,67.07,0.11,1432.6152
963398,2024-02-18,EAST,SPORTS,Smartphone ,6,64.21,0.52,184.92479999999998
921438,2024-07-28,north,electronics,Cricket Bat ,22,26.17,0.06,541.1956
918489,2024-03-10,west ,CLOTHING,Rice,7,59.21,-0.04,414.47
135529,2024-03-26,north,SPORTS,laptop,-2,28.11,0.37,0.0
866687,2024-06-07,South , Beauty,Cricket Bat ,-1,,0.31,0.0
279960,2024-02-20,South ,electronics, T-Shirt,22,68.61,0.47,799.9926
787362,2024-05-17,west ,electronics,Smartphone ,8,49.83,0.58,167.42880000000002
421860,2024-11-19,South ,SPORTS,Smartphone ,11,99.12,0.31,752.3208000000001
791371,2024-01-14,South ,CLOTHING,laptop,0,48.86,0.51,0.0
538125,2024-08-26,north,Groceries ,Cricket Bat ,13,36.38,0.28,340.51680000000005
298168,2024-06-27,EAST,SPORTS,Rice,16,,-0.05,788.64
855334,2024-07-07,EAST,CLOTHING,Rice,21,24.32,0.18,418.79040000000003
149780,2024-11-18,EAST,Groceries ,Cricket Bat ,0,48.45,0.37,0.0
247983,2024-11-21,South ,home & kitchen, T-Shirt,1,58.84,0.3,41.188
443735,2024-05-01,South , Beauty, T-Shirt,24,80.16,0.21,1519.8336
442011,2024-07-11,South ,CLOTHING, T-Shirt,8,67.67,0.43,308.57520000000005
727536,2024-05-09,South ,Groceries ,Vacuum Cleaner,4,31.33,0.2,100.256
129939,2024-06-27,South , Beauty,Smartphone ,22,43.06,0.12,833.6416
652264,2024-01-31,north, Beauty,Cricket Bat ,22,81.95,0.03,1748.813
990921,2024-06-11,South ,SPORTS,laptop,11,20.28,0.09,203.0028
261166,2024-10-21,north,home & kitchen,Vacuum Cleaner,16,55.65,0.26,658.896
231168,2024-06-20,South ,electronics,Cricket Bat ,21,40.01,0.25,630.1574999999999
244419,2024-12-26,north,home & kitchen, T-Shirt,4,27.08,0.5,54.16
545755,2024-10-02,west ,CLOTHING,Rice,-2,14.34,0.07,0.0
658894,2024-06-14,north, Beauty,Rice,18,48.41,-0.02,871.3799999999999
260533,2024-04-07,South ,Groceries , T-Shirt,13,65.45,0.26,629.629
224227,2024-02-17,South ,SPORTS,laptop,13,56.8,0.35,479.96
283451,2024-07-23,EAST,home & kitchen, T-Shirt,3,33.06,0.28,71.4096
369472,2024-10-15,west , Beauty,Vacuum Cleaner,19,41.65,0.28,569.772
847767,2024-06-16,north,home & kitchen, T-Shirt,20,39.83,0.31,549.6539999999999
487387,2024-05-08,west , Beauty,Vacuum Cleaner,11,67.3,0.37,466.38899999999995
961861,2024-04-18,South ,SPORTS,Smartphone ,-1,17.45,0.47,0.0
280116,2024-07-11,west ,SPORTS,laptop,8,35.62,0.39,173.82559999999998
212876,2024-11-24,north,CLOTHING,Smartphone ,12,30.52,0.01,362.5776
879383,2024-02-01,north,CLOTHING,Rice,20,72.17,-0.05,1443.4
454455,2024-07-25,EAST,Groceries , T-Shirt,18,15.28,0.25,206.27999999999997
901487,2024-05-25,South ,home & kitchen,laptop,14,,0.05,655.5569999999999
420546,2024-01-03,west ,electronics, T-Shirt,23,53.72,0.32,840.1807999999999
357385,2024-03-13,EAST,home & kitchen,Rice,4,69.44,-0.0,277.76
657916,2024-10-22,EAST, Beauty,laptop,6,53.62,0.35,209.118
310535,2024-01-30,north,Groceries ,Smartphone ,-1,40.81,0.18,0.0
310187,2024-05-09,South , Beauty,Vacuum Cleaner,17,38.13,0.27,473.1933
457303,2024-10-07,north,electronics, T-Shirt,-2,25.35,0.21,0.0
745502,2024-11-17,EAST,SPORTS,Vacuum Cleaner,23,47.49,0.31,753.6663
111231,2024-04-30,South ,CLOTHING, T-Shirt,21,67.05,0.16,1182.762
547375,2024-03-11,South , Beauty,laptop,3,44.75,0.37,84.5775
554081,2024-11-26,west , Beauty,Cricket Bat ,-1,36.64,0.1,0.0
211778,2024-07-18,north, Beauty,Cricket Bat ,7,54.33,0.14,327.0666
217784,2024-09-13,South , Beauty,Cricket Bat ,-2,31.56,0.14,0.0
659291,2024-03-14,west ,Groceries , T-Shirt,1,52.86,0.12,46.516799999999996
167454,2024-09-16,South , Beauty,Vacuum Cleaner,-2,40.62,0.22,0.0
692737,2024-09-13,west ,SPORTS,Smartphone ,8,,0.19,319.3992
776193,2024-08-08,west ,electronics,Cricket Bat ,2,59.23,0.55,53.306999999999995
679550,2024-01-31,north,Groceries ,Vacuum Cleaner,23,50.18,0.54,530.9044
227799,2024-12-19,South ,CLOTHING,Cricket Bat ,-1,44.05,0.04,0.0
649087,2024-05-03,EAST,CLOTHING,Rice,19,28.35,0.4,323.19
190124,2024-03-04,west ,SPORTS,Rice,20,89.18,0.52,856.128
189979,2024-07-17,west ,home & kitchen,Smartphone ,5,50.67,0.05,240.6825
687876,2024-07-27,north,Groceries ,Vacuum Cleaner,13,81.69,0.36,679.6608
129866,2024-07-02,EAST,electronics,Cricket Bat ,-2,74.07,0.39,0.0
379220,2024-12-25,west ,Groceries , T-Shirt,23,72.65,0.06,1570.693
456084,2024-12-04,EAST,Groceries ,Vacuum Cleaner,5,42.92,0.24,163.09600000000003
751410,2024-08-18,EAST,home & kitchen,laptop,21,47.65,0.46,540.351
719810,2024-10-11,north,home & kitchen,Rice,14,29.23,0.44,229.16320000000005
730397,2024-08-02,west ,CLOTHING, T-Shirt,1,78.08,-0.05,78.08
233571,2024-12-04,South ,electronics,Rice,20,32.72,0.16,549.6959999999999
485522,2024-12-13,north,Groceries ,laptop,18,53.3,0.22,748.332
374818,2024-04-10,north,home & kitchen,Vacuum Cleaner,10,3.65,0.16,30.66
547352,2024-02-17,north,Groceries ,laptop,13,75.21,-0.04,977.7299999999999
538130,2024-06-14,west ,Groceries ,Cricket Bat ,15,49.79,-0.01,746.85
371922,2024-08-20,north,electronics, T-Shirt,9,56.32,0.17,420.7104
680330,2024-07-07,west ,Groceries ,laptop,12,12.6,0.59,61.992
468083,2024-04-26,north,home & kitchen,Rice,17,49.85,0.4,508.47
785750,2024-06-30,South ,Groceries ,Rice,17,27.35,0.09,423.10450000000003
105941,2024-08-05,north,SPORTS,Cricket Bat ,3,85.7,0.29,182.541
774492,2024-09-04,west ,CLOTHING,Vacuum Cleaner,5,77.13,0.2,308.52
261154,2024-06-07,north,home & kitchen,Smartphone ,1,52.66,0.02,51.60679999999999
162628,2024-04-24,north,SPORTS,Rice,5,33.04,0.45,90.86
495719,2024-01-28,EAST,SPORTS, T-Shirt,18,38.18,0.42,398.59920000000005
976929,2024-04-08,north,SPORTS,Smartphone ,4,108.72,0.3,304.416
652322,2024-12-29,EAST,SPORTS,Vacuum Cleaner,1,61.11,0.43,34.8327
992022,2024-02-13,EAST,Groceries , T-Shirt,14,27.36,0.57,164.7072
846959,2024-03-22,west ,electronics,Rice,12,64.27,0.47,408.7572
447606,2024-08-24,north,electronics,Rice,8,24.54,0.31,135.46079999999998
486527,2024-09-08,South ,home & kitchen,Vacuum Cleaner,11,42.97,0.4,283.602
735365,2024-05-08,west ,SPORTS,Smartphone ,5,25.34,0.5,63.35
812757,2024-01-23,north,Groceries , T-Shirt,9,64.2,0.29,410.238
464008,2024-08-01,EAST,Groceries ,Smartphone ,21,39.17,0.29,584.0247
797832,2024-05-29,north,electronics,Vacuum Cleaner,12,,0.55,266.166
260096,2024-07-25,EAST,home & kitchen,laptop,6,35.1,0.11,187.43400000000003
361621,2024-05-03,EAST,home & kitchen,laptop,18,37.94,0.08,628.2864
333067,2024-02-29,west ,home & kitchen,laptop,3,65.46,0.38,121.7556
971558,2024-10-11,South , Beauty, T-Shirt,19,38.89,-0.0,738.91
840653,2024-05-27,South ,home & kitchen,laptop,22,102.25,0.16,1889.58
785044,2024-06-09,EAST, Beauty, T-Shirt,20,,0.31,680.2019999999999
123448,2024-12-26,South ,Groceries ,Smartphone ,9,-6.04,0.22,-42.400800000000004
622062,2024-08-17,South ,Groceries ,Cricket Bat ,4,52.65,-0.05,210.6
103788,2024-01-08,west ,Groceries ,laptop,11,50.95,0.35,364.2925
726831,2024-02-20,west ,Groceries ,Rice,23,30.69,0.51,345.8763
456773,2024-06-09,west ,Groceries ,Rice,19,48.97,0.03,902.5170999999999
937398,2024-01-03,north,CLOTHING,Rice,15,43.84,-0.02,657.6
946227,2024-03-27,South ,Groceries ,laptop,16,37.68,0.38,373.7856
615104,2024-12-20,South ,Groceries ,Vacuum Cleaner,6,63.92,0.41,226.2768
772418,2024-04-29,South ,home & kitchen,Rice,5,82.89,0.03,402.01649999999995
148439,2024-05-10,South ,electronics,Cricket Bat ,16,46.74,0.16,628.1856
935836,2024-01-22,west ,electronics,laptop,18,60.82,0.16,919.5984
688979,2024-05-24,South ,Groceries ,Cricket Bat ,19,33.04,0.53,295.0472
680328,2024-11-01,north, Beauty,Rice,10,28.36,0.48,147.472
943698,2024-08-01,EAST,CLOTHING,Smartphone ,10,82.13,0.57,353.15900000000005
252252,2024-11-06,west ,electronics,Smartphone ,16,45.54,0.41,429.89760000000007
236594,2024-09-23,north,CLOTHING,Vacuum Cleaner,-2,-3.19,0.37,-0.0
951245,2024-07-19,north,SPORTS,Vacuum Cleaner,13,74.96,0.09,886.7768
883600,2024-02-04,west ,home & kitchen,Vacuum Cleaner,18,77.85,0.53,658.611
884472,2024-07-18,South , Beauty,Rice,3,66.5,0.23,153.615
791290,2024-05-08,north,SPORTS,laptop,24,27.04,0.36,415.3344
424794,2024-04-20,west ,Groceries ,Cricket Bat ,5,65.95,0.14,283.585
773373,2024-10-10,west , Beauty, T-Shirt,16,42.24,-0.04,675.84
340183,2024-05-01,EAST,SPORTS, T-Shirt,6,45.65,0.16,230.07599999999996
131262,2024-06-15,South ,CLOTHING,laptop,2,23.18,0.54,21.325599999999998
642027,2024-01-07,South ,CLOTHING,Cricket Bat ,13,51.74,0.31,464.10779999999994
815558,2024-05-30,EAST,CLOTHING,Cricket Bat ,10,27.16,0.34,179.256
238760,2024-09-07,South , Beauty,Vacuum Cleaner,20,34.77,-0.03,695.4000000000001
226548,2024-12-11,EAST,home & kitchen,Rice,5,38.68,0.54,88.964
527668,2024-01-10,EAST, Beauty, T-Shirt,12,65.23,0.39,477.48359999999997
968657,2024-02-26,South ,electronics,Rice,18,,0.03,860.6034
438514,2024-03-02,north, Beauty, T-Shirt,23,60.19,0.34,913.6841999999998
733634,2024-12-25,west , Beauty,Cricket Bat ,9,50.58,0.44,254.9232
877186,2024-09-08,EAST, Beauty,Rice,23,43.09,0.51,485.6243
291156,2024-05-14,north,home & kitchen,Vacuum Cleaner,24,87.55,0.35,1365.78
433310,2024-06-26,north,electronics,laptop,3,65.94,0.26,146.3868
976517,2024-10-23,west ,SPORTS, T-Shirt,2,44.9,0.16,75.43199999999999
474747,2024-03-02,South ,electronics, T-Shirt,3,21.24,-0.01,63.72
376315,2024-06-05,EAST,home & kitchen,laptop,-2,41.46,0.44,0.0
873881,2024-06-24,South ,Groceries ,Smartphone ,-1,59.25,0.03,0.0
994162,2024-11-12,north,SPORTS,Vacuum Cleaner,13,44.61,0.5,289.965
507059,2024-02-17,EAST,Groceries , T-Shirt,11,34.56,0.19,307.92960000000005
678534,2024-12-29,South ,home & kitchen,laptop,15,,0.19,598.8735
652590,2024-11-26,north,CLOTHING, T-Shirt,9,44.18,0.49,202.7862
376718,2024-05-09,west ,CLOTHING, T-Shirt,7,36.11,-0.01,252.76999999999998
127297,2024-05-20,north, Beauty,Smartphone ,21,30.53,0.03,621.8960999999999
539013,2024-06-03,west , Beauty,laptop,21,26.33,0.16,464.46119999999996
874407,2024-02-12,EAST,CLOTHING, T-Shirt,1,49.42,0.58,20.756400000000003
209941,2024-09-23,west , Beauty,Cricket Bat ,11,55.96,0.57,264.6908000000001
396113,2024-05-02,west ,electronics,Smartphone ,6,,0.08,272.0808
386169,2024-02-07,west ,CLOTHING,Cricket Bat ,9,93.27,-0.03,839.43
773233,2024-01-25,north,Groceries ,Cricket Bat ,4,70.48,0.44,157.87520000000004
214402,2024-06-25,EAST,home & kitchen,Cricket Bat ,9,58.28,0.34,346.18319999999994
992699,2024-11-01,north,Groceries ,Smartphone ,13,23.68,0.2,246.272
