order_id,date,region,category,product,units,unit_price,discount
668849,2024-04-15,EAST,SPORTS,Vacuum Cleaner,10,48.59,0.45
937703,2024-01-07,EAST,electronics,Smartphone ,4,67.16,0.55
825999,2024-11-12,EAST,electronics,Smartphone ,1,51.81,0.57
567668,2024-11-22,west ,CLOTHING,Smartphone ,19,70.68,0.08
787498,2024-02-18,north,SPORTS,Cricket Bat ,7,38.19,0.14
926377,2024-12-23,South ,electronics,Rice,16,24.13,0.24
961292,2024-08-04,EAST, Beauty, T-Shirt,12,,0.25
375134,2024-03-29,EAST,Groceries ,Rice,6,51.39,0.14
910994,2024-05-08,EAST,CLOTHING,Smartphone ,24,62.54,0.09
936354,2024-06-02,west , Beauty,Vacuum Cleaner,6,53.66,0.29
746288,2024-09-03,north, Beauty, T-Shirt,7,54.47,0.46
283038,2024-12-20,west , Beauty,Smartphone ,17,,0.02
864225,2024-06-10,north,CLOTHING, T-Shirt,-2,106.71,0.25
800906,2024-03-13,South ,CLOTHING,laptop,8,55.28,0.31
125643,2024-04-06,west ,SPORTS,Cricket Bat ,12,41.79,0.14
352355,2024-07-26,EAST, Beauty,Rice,13,55.1,0.02
729342,2024-02-14,South ,home & kitchen,Vacuum Cleaner,3,62.92,0.41
440759,2024-10-06,South ,Groceries , T-Shirt,19,43.98,-0.01
159939,2024-04-01,north,home & kitchen,Rice,22,72.37,-0.02
689458,2024-05-27,west , Beauty,laptop,9,93.71,0.45
256615,2024-09-10,South ,CLOTHING,Cricket Bat ,-2,,0.17
526212,2024-05-28,South ,SPORTS, T-Shirt,16,49.58,0.31
756873,2024-06-03,South ,CLOTHING,Rice,19,54.42,0.03
674660,2024-05-01,South ,CLOTHING,Cricket Bat ,21,76.01,0.06
425899,2024-11-13,South ,SPORTS,Vacuum Cleaner,18,30.87,0.46
373692,2024-08-04,north,SPORTS,Rice,8,81.47,0.56
873869,2024-09-27,north,Groceries , T-Shirt,11,54.47,0.12
278386,2024-01-24,north,electronics,Smartphone ,19,59.19,0.07
289533,2024-06-02,west ,home & kitchen,Cricket Bat ,6,52.18,0.24
165643,2024-11-28,north,CLOTHING,Rice,5,49.18,-0.05
911565,2024-01-24,EAST,CLOTHING,Rice,1,30.98,0.2
659762,2024-09-24,north,Groceries ,Vacuum Cleaner,6,42.96,0.06
364916,2024-03-20,north,home & kitchen,Rice,1,32.54,0.18
702151,2024-06-23,EAST, Beauty,laptop,0,67.56,0.14
787581,2024-05-14,west ,CLOTHING,laptop,23,46.5,0.42
272286,2024-05-15,west ,CLOTHING,Smartphone ,21,57.47,0.03
357940,2024-02-17,South ,electronics,laptop,13,49.59,0.22
132681,2024-05-12,north,CLOTHING,Cricket Bat ,10,54.88,0.29
921960,2024-07-04,west , Beauty, T-Shirt,-1,105.86,0.21
642125,2024-03-21,South ,electronics,laptop,-1,56.92,0.05
942626,2024-08-28,South ,home & kitchen,Rice,-1,22.45,0.29
400176,2024-12-05,west ,Groceries ,Smartphone ,10,51.92,0.55
324115,2024-01-18,EAST,CLOTHING,Vacuum Cleaner,3,62.98,0.14
925545,2024-09-23,west ,electronics,laptop,5,64.96,0.48
899993,2024-02-08,north,SPORTS, T-Shirt,8,14.13,0.41
617590,2024-12-04,west ,CLOTHING,Cricket Bat ,23,63.75,0.48
217202,2024-12-02,north,home & kitchen,Cricket Bat ,17,22.26,0.18
284823,2024-06-13,South ,Groceries ,Cricket Bat ,9,,0.56
791952,2024-12-12,west ,home & kitchen,Cricket Bat ,21,39.34,0.03
367828,2024-02-08,EAST,electronics, T-Shirt,8,11.71,0.36
165188,2024-09-10,EAST,home & kitchen,Rice,-2,66.21,0.23
451541,2024-09-05,west ,CLOTHING,Rice,-2,71.7,0.58
516635,2024-06-26,north,electronics,laptop,12,40.05,0.06
706086,2024-07-06,EAST,home & kitchen,Cricket Bat ,16,33.76,0.26
663249,2024-11-27,west ,Groceries , T-Shirt,1,28.22,0.33
525444,2024-05-01,north,SPORTS,Cricket Bat ,7,68.24,0.14
107670,2024-08-29,north,electronics,laptop,3,37.91,0.07
696905,2024-12-25,EAST,electronics,Smartphone ,23,61.48,0.27
580587,2024-08-30,north,Groceries ,laptop,3,49.94,0.0
446271,2024-01-18,north,home & kitchen,laptop,7,27.72,0.06
895478,2024-03-10,west ,Groceries , T-Shirt,4,54.98,0.55
127369,2024-05-30,South ,electronics,Vacuum Cleaner,24,60.69,0.17
304384,2024-10-19,South , Beauty,Vacuum Cleaner,21,58.62,0.41
360822,2024-08-14,north,Groceries ,Rice,5,44.76,0.56
286428,2024-01-15,EAST,SPORTS,laptop,23,70.89,0.27
777280,2024-08-15,west , Beauty,Smartphone ,-1,22.65,0.41
821493,2024-01-17,west ,CLOTHING,Cricket Bat ,19,42.25,0.57
943126,2024-09-01,South ,SPORTS,Smartphone ,20,32.0,-0.02
100253,2024-12-10,South , Beauty, T-Shirt,20,45.04,0.27
379803,2024-02-26,north,home & kitchen,Cricket Bat ,5,42.02,0.15
609863,2024-08-27,EAST,CLOTHING,Smartphone ,17,49.62,0.57
272353,2024-08-21,west ,CLOTHING,Smartphone ,2,21.73,0.25
728224,2024-01-06,EAST,Groceries ,Vacuum Cleaner,-1,53.63,0.48
864579,2024-01-06,EAST,home & kitchen, T-Shirt,3,26.44,-0.04
320320,2024-12-05,north,CLOTHING, T-Shirt,10,52.97,0.18
443800,2024-11-27,north, Beauty, T-Shirt,7,47.0,0.07
629527,2024-09-16,north,electronics,Cricket Bat ,16,37.09,0.12
359840,2024-08-25,EAST,CLOTHING,Vacuum Cleaner,24,52.62,0.02
380998,2024-05-30,west ,Groceries ,laptop,23,53.77,0.48
365981,2024-05-05,South ,Groceries ,Vacuum Cleaner,18,40.05,0.2
646693,2024-07-09,west ,SPORTS,Rice,19,54.67,0.42
693553,2024-01-28,west ,SPORTS,Smartphone ,6,63.23,0.1
457411,2024-12-03,west ,CLOTHING,Smartphone ,2,58.36,0.5
699355,2024-12-29,west ,electronics,laptop,22,31.27,0.41
356422,2024-05-18,north,electronics,Smartphone ,7,65.37,0.11
592234,2024-01-28,South ,SPORTS,Vacuum Cleaner,13,54.63,0.15
964824,2024-07-06,north,CLOTHING,Smartphone ,19,45.24,0.2
562049,2024-04-28,South ,electronics, T-Shirt,20,,0.31
657172,2024-01-29,South ,CLOTHING,Smartphone ,22,7.97,0.02
839937,2024-08-08,South ,Groceries ,Vacuum Cleaner,23,25.23,0.42
371172,2024-10-22,EAST,electronics,Rice,-1,38.91,0.06
121356,2024-11-02,South ,Groceries ,Smartphone ,-2,59.72,0.22
618781,2024-01-18,EAST,home & kitchen,laptop,4,14.34,0.38
994347,2024-06-29,north, Beauty,Smartphone ,0,18.02,0.18
220979,2024-12-31,South ,electronics,Cricket Bat ,5,43.01,0.25
491605,2024-09-03,north,SPORTS,Cricket Bat ,-1,25.0,0.28
574828,2024-02-21,South ,home & kitchen,Cricket Bat ,8,65.47,0.28
341312,2024-04-08,north,CLOTHING,Rice,23,60.48,0.42
797494,2024-05-24,west ,electronics,Smartphone ,0,45.55,0.23
652105,2024-06-30,north, Beauty,laptop,9,53.91,0.49
383174,2024-12-07,west ,home & kitchen,laptop,9,46.88,0.09
304645,2024-07-13,South , Beauty,Smartphone ,1,47.45,0.15
830863,2024-10-08,EAST,electronics,Rice,-1,26.91,0.6
952273,2024-08-16,EAST,electronics, T-Shirt,24,40.27,0.12
969854,2024-01-02,South ,electronics,Cricket Bat ,23,49.08,0.39
264277,2024-10-08,north,Groceries ,Rice,18,33.32,-0.03
940656,2024-09-11,north,CLOTHING,laptop,17,19.88,0.17
407925,2024-09-25,South ,Groceries ,Smartphone ,11,51.47,0.54
566891,2024-07-29,north,CLOTHING,Cricket Bat ,-2,21.63,0.01
872288,2024-05-14,west ,CLOTHING,Smartphone ,7,37.38,0.24
231434,2024-08-05,west , Beauty,Rice,24,,0.37
658413,2024-06-26,EAST,electronics,Vacuum Cleaner,7,65.28,0.43
211485,2024-11-24,north,home & kitchen,laptop,24,14.76,0.38
695890,2024-04-10,South , Beauty,Smartphone ,-1,48.36,0.32
198848,2024-05-10,north,CLOTHING,Rice,10,36.31,0.08
408452,2024-09-29,EAST,Groceries ,Rice,3,74.7,0.3
393122,2024-11-07,west ,electronics,Smartphone ,1,58.46,0.19
868169,2024-01-01,north,home & kitchen,laptop,4,61.72,0.56
974095,2024-01-16,north,SPORTS,laptop,14,64.25,0.12
401742,2024-04-02,EAST, Beauty, T-Shirt,-2,68.6,-0.01
733487,2024-10-20,west ,electronics,laptop,10,24.33,0.09
668562,2024-03-17,north,SPORTS,Cricket Bat ,9,75.6,0.59
170921,2024-01-05,west ,electronics,Cricket Bat ,11,20.95,0.0
189728,2024-07-26,EAST,electronics,Rice,9,105.86,-0.01
141406,2024-05-22,South ,electronics,Cricket Bat ,21,65.28,0.51
437673,2024-04-21,EAST,SPORTS,Cricket Bat ,16,45.87,0.57
105116,2024-08-26,EAST,CLOTHING,laptop,22,16.69,0.52
970738,2024-09-14,north, Beauty,Rice,10,45.16,0.13
406239,2024-09-02,EAST,CLOTHING,laptop,10,61.9,0.53
907349,2024-11-29,west ,home & kitchen,Smartphone ,19,40.06,0.06
703882,2024-02-16,north, Beauty,Vacuum Cleaner,6,65.48,-0.03
167515,2024-04-08,north,electronics,Smartphone ,6,63.84,0.41
631490,2024-04-02,EAST,electronics,Cricket Bat ,13,20.86,0.29
623251,2024-06-27,west ,CLOTHING, T-Shirt,4,,0.39
378309,2024-06-16,north, Beauty, T-Shirt,16,26.69,0.33
533390,2024-10-30,north,Groceries ,Vacuum Cleaner,15,51.79,0.26
353889,2024-08-21,South ,Groceries ,Rice,9,38.15,0.14
175976,2024-07-23,South ,electronics,Rice,2,57.04,0.33
265520,2024-08-14,EAST,electronics,Vacuum Cleaner,15,31.79,-0.01
776656,2024-03-22,South ,Groceries , T-Shirt,4,49.36,0.25
314345,2024-12-17,north,SPORTS, T-Shirt,6,13.77,0.12
919680,2024-07-29,north,home & kitchen, T-Shirt,3,26.91,0.12
689834,2024-01-03,South ,home & kitchen,Smartphone ,14,54.7,-0.05
666404,2024-07-25,west ,home & kitchen,laptop,13,44.54,0.04
966193,2024-05-08,west ,electronics,Rice,19,36.82,0.53
268370,2024-03-16,west ,electronics, T-Shirt,5,58.46,0.43
461699,2024-04-06,west ,Groceries ,laptop,13,32.2,0.07
753570,2024-02-09,west ,electronics,Vacuum Cleaner,-1,55.69,0.28
491477,2024-08-26,EAST,CLOTHING,Cricket Bat ,20,60.96,-0.02
803718,2024-09-21,west ,home & kitchen,Cricket Bat ,16,70.0,0.58
349140,2024-04-02,South , Beauty,Cricket Bat ,18,71.87,0.4
609570,2024-03-16,South ,CLOTHING,Smartphone ,12,52.2,-0.02
328232,2024-09-02,north, Beauty,laptop,12,63.12,0.45
152820,2024-02-20,South ,Groceries ,Smartphone ,3,39.37,0.38
523252,2024-11-26,EAST,electronics,laptop,-1,32.81,0.1
599062,2024-05-08,South ,Groceries ,Cricket Bat ,6,49.85,0.31
339989,2024-02-13,north, Beauty,Vacuum Cleaner,7,,0.49
297872,2024-11-30,north,electronics,Rice,19,,0.6
616334,2024-08-01,EAST,electronics,Rice,11,48.6,0.05
381738,2024-06-13,EAST,CLOTHING,Vacuum Cleaner,19,41.34,0.32
489563,2024-06-16,north,CLOTHING,Rice,1,99.02,0.38
353847,2024-04-16,west ,Groceries ,Rice,15,,0.01
880806,2024-09-30,EAST,home & kitchen,Cricket Bat ,4,39.53,0.05
198845,2024-11-03,South , Beauty,laptop,19,,0.16
375248,2024-09-15,EAST, Beauty,Rice,21,53.63,0.31
406929,2024-02-24,South ,SPORTS,laptop,9,32.33,0.56
500880,2024-03-31,west ,SPORTS,laptop,22,24.77,0.21
177096,2024-01-10,South , Beauty,Rice,7,42.09,0.48
841716,2024-10-20,north,Groceries ,Vacuum Cleaner,7,,0.24
968468,2024-01-24,west ,home & kitchen,Vacuum Cleaner,8,60.56,0.03
768160,2024-10-23,west ,electronics,laptop,-2,83.81,0.1
257343,2024-11-26,west ,electronics,Smartphone ,16,52.3,0.16
369202,2024-10-04,west , Beauty,laptop,15,57.88,0.51
167066,2024-01-01,north,electronics,laptop,21,67.0,0.21
956784,2024-01-10,EAST, Beauty,Cricket Bat ,24,75.3,0.03
538211,2024-08-07,EAST,home & kitchen,laptop,3,28.16,0.3
918711,2024-12-24,South , Beauty,Smartphone ,6,71.47,0.55
789154,2024-08-31,EAST,SPORTS,Vacuum Cleaner,4,42.06,0.35
541271,2024-06-17,EAST,CLOTHING, T-Shirt,2,6.27,0.4
873931,2024-04-15,west ,electronics,Rice,1,,0.06
282635,2024-08-03,EAST,CLOTHING,Smartphone ,19,56.66,0.31
650659,2024-01-23,EAST,SPORTS,laptop,20,-2.74,0.57
733399,2024-03-13,north,electronics, T-Shirt,-2,45.04,-0.01
314280,2024-07-04,west ,Groceries ,Rice,17,53.66,0.2
946097,2024-12-13,west ,electronics,Vacuum Cleaner,21,,0.54
508648,2024-11-21,north,SPORTS,Rice,15,40.28,0.38
202744,2024-01-01,west ,Groceries ,Vacuum Cleaner,20,29.04,0.1
556058,2024-10-18,north,electronics,Cricket Bat ,11,32.41,0.48
613304,2024-04-04,South ,SPORTS, T-Shirt,3,60.34,0.18
835883,2024-01-25,South , Beauty,Rice,-1,69.06,0.59
480678,2024-11-10,EAST, Beauty,Rice,24,38.47,0.05
491587,2024-03-20,EAST,SPORTS, T-Shirt,17,42.91,-0.04
927046,2024-04-16,west , Beauty,Vacuum Cleaner,3,48.61,0.23
227388,2024-01-10,west ,Groceries ,laptop,23,45.19,0.28
227964,2024-08-19,South ,home & kitchen, T-Shirt,2,69.32,0.5
746171,2024-09-29,west ,home & kitchen,laptop,9,36.38,0.43
216292,2024-12-26,South , Beauty, T-Shirt,12,36.0,0.35
595262,2024-06-26,South ,home & kitchen,Rice,4,60.35,0.59
992856,2024-04-16,west ,electronics,Rice,5,27.34,0.17
824957,2024-09-10,South ,electronics,laptop,7,72.32,0.2
788223,2024-10-12,north, Beauty,laptop,2,43.08,0.32
424911,2024-11-05,west ,home & kitchen,Smartphone ,20,35.93,0.0
650697,2024-10-26,north,CLOTHING, T-Shirt,-1,63.27,-0.04
950033,2024-10-04,north,home & kitchen,Rice,1,62.06,0.34
286142,2024-12-15,west ,SPORTS,Vacuum Cleaner,9,39.42,0.24
673724,2024-05-28,South ,SPORTS,Cricket Bat ,9,,0.41
269479,2024-05-30,South ,home & kitchen,Smartphone ,10,81.37,0.2
261891,2024-02-11,South ,electronics,laptop,18,95.99,0.41
744159,2024-10-02,EAST,electronics,Cricket Bat ,16,,0.55
173963,2024-08-03,west ,home & kitchen,Rice,5,46.96,0.43
626881,2024-12-19,north,CLOTHING,Rice,8,19.15,0.2
988930,2024-07-18,north,home & kitchen,Rice,14,60.78,0.2
522352,2024-05-17,EAST, Beauty,Rice,13,,0.08
573370,2024-08-11,north,electronics,laptop,3,35.38,0.02
454775,2024-07-16,west ,SPORTS,Smartphone ,6,61.05,0.01
222309,2024-02-29,EAST,home & kitchen,Smartphone ,17,7.26,0.34
233077,2024-03-26,west ,SPORTS, T-Shirt,13,37.58,0.29
988619,2024-11-25,South , Beauty,Cricket Bat ,16,17.77,0.24
588159,2024-01-04,EAST,Groceries , T-Shirt,4,25.13,0.16
706277,2024-03-24,South ,SPORTS,Vacuum Cleaner,1,49.64,0.47
130526,2024-06-24,north,electronics, T-Shirt,10,47.07,0.13
294476,2024-07-22,north,Groceries ,Rice,2,47.96,0.09
987805,2024-05-06,South ,home & kitchen, T-Shirt,12,57.07,0.1
650813,2024-12-08,EAST,CLOTHING, T-Shirt,0,32.32,0.6
740562,2024-12-16,west , Beauty,laptop,22,50.47,0.53
693490,2024-02-16,South , Beauty,laptop,1,,0.51
822615,2024-02-14,west ,SPORTS,Vacuum Cleaner,21,50.86,0.08
452379,2024-06-20,South ,CLOTHING,Smartphone ,6,,0.05
296749,2024-04-17,west ,Groceries , T-Shirt,4,88.82,0.27
233750,2024-02-11,South ,electronics,laptop,6,42.89,0.32
509047,2024-11-26,west ,CLOTHING,Cricket Bat ,8,,0.47
475454,2024-11-13,north,CLOTHING,Vacuum Cleaner,4,65.47,0.47
694258,2024-03-05,South , Beauty,Vacuum Cleaner,16,75.75,0.35
521511,2024-02-14,South , Beauty,Smartphone ,8,42.0,0.14
136704,2024-06-30,west ,electronics,laptop,19,22.63,0.58
560781,2024-10-10,EAST,home & kitchen,Rice,18,39.65,0.53
872372,2024-07-08,EAST,electronics,Vacuum Cleaner,14,84.87,0.46
990651,2024-11-17,South ,SPORTS,Vacuum Cleaner,-2,49.17,0.6
914158,2024-11-16,EAST,SPORTS,Vacuum Cleaner,6,38.03,0.06
869756,2024-04-28,north,SPORTS,Vacuum Cleaner,18,38.95,0.08
803987,2024-08-05,EAST,home & kitchen,Rice,16,8.7,0.6
816859,2024-08-22,west ,home & kitchen,Rice,19,35.5,0.2
191779,2024-04-19,South ,electronics,Smartphone ,1,69.0,0.04
210511,2024-06-03,South ,CLOTHING,Rice,3,55.77,0.11
915906,2024-10-13,west , Beauty, T-Shirt,17,,0.22
861940,2024-01-23,north,CLOTHING, T-Shirt,9,58.07,0.58
971930,2024-04-13,west ,Groceries , T-Shirt,16,62.63,0.01
613448,2024-07-10,EAST,SPORTS, T-Shirt,14,86.27,0.19
278857,2024-10-19,South , Beauty,Smartphone ,11,56.71,0.48
863322,2024-11-16,EAST, Beauty,Vacuum Cleaner,19,51.8,0.26
393267,2024-07-08,EAST,electronics,Smartphone ,2,50.07,0.51
839065,2024-05-21,EAST,CLOTHING, T-Shirt,4,30.51,0.02
976260,2024-05-21,west ,CLOTHING,Rice,13,80.03,0.41
971068,2024-02-22,north,home & kitchen,laptop,18,58.24,0.59
182631,2024-12-15,west ,SPORTS,Cricket Bat ,6,58.87,0.24
939370,2024-10-30,west , Beauty,laptop,12,63.05,0.37
576078,2024-01-04,west , Beauty, T-Shirt,16,103.01,0.03
703808,2024-11-07,west ,CLOTHING,Rice,8,80.6,0.22
520983,2024-05-07,north,home & kitchen,Smartphone ,5,44.32,0.55
730181,2024-05-10,west ,SPORTS, T-Shirt,-2,95.33,0.03
348367,2024-02-26,west ,electronics, T-Shirt,10,25.79,0.25
877048,2024-04-24,west ,SPORTS,laptop,-2,51.0,0.53
717122,2024-10-03,north,CLOTHING,Vacuum Cleaner,5,48.89,0.04
413634,2024-01-31,north,electronics, T-Shirt,5,13.57,0.54
798957,2024-05-02,South ,SPORTS,Vacuum Cleaner,22,48.79,0.2
860650,2024-09-14,west ,electronics,Vacuum Cleaner,16,39.41,0.48
494389,2024-09-11,South ,CLOTHING,Vacuum Cleaner,5,69.53,0.11
235356,2024-04-29,west ,home & kitchen, T-Shirt,8,67.66,0.2
876785,2024-02-02,north,CLOTHING,Vacuum Cleaner,2,36.22,0.11
488222,2024-07-12,EAST,SPORTS, T-Shirt,21,33.8,0.24
814018,2024-03-27,EAST,home & kitchen, T-Shirt,-1,39.01,0.28
365400,2024-01-03,west ,SPORTS,laptop,1,42.12,0.29
887494,2024-12-10,South ,SPORTS,Rice,3,72.08,0.13
284938,2024-01-19,EAST,SPORTS,Cricket Bat ,24,45.49,0.33
496684,2024-10-15,South ,home & kitchen,Rice,2,44.89,0.44
565006,2024-09-30,west ,CLOTHING,Smartphone ,20,45.35,0.04
266388,2024-06-17,South , Beauty,Vacuum Cleaner,14,47.29,0.45
711706,2024-09-03,west ,CLOTHING, T-Shirt,17,59.04,0.41
331542,2024-11-01,South , Beauty,Smartphone ,11,72.91,-0.03
365186,2024-12-31,west ,SPORTS,Vacuum Cleaner,21,80.38,0.0
887989,2024-04-12,west ,CLOTHING,Cricket Bat ,16,45.37,0.52
387413,2024-05-20,west ,CLOTHING,Cricket Bat ,6,35.31,0.53
584210,2024-12-24,South ,Groceries ,Cricket Bat ,4,16.92,0.36
635570,2024-07-23,north,Groceries ,Vacuum Cleaner,5,52.5,-0.05
362385,2024-12-29,north,home & kitchen,Smartphone ,-2,60.08,0.13
419582,2024-10-31,west ,home & kitchen,Cricket Bat ,0,49.7,0.39
128474,2024-06-03,north,Groceries , T-Shirt,11,23.8,0.33
975898,2024-11-23,EAST,electronics,Cricket Bat ,0,17.44,0.11
816410,2024-01-20,north,CLOTHING, T-Shirt,3,22.08,0.32
235806,2024-12-26,north,home & kitchen,Vacuum Cleaner,10,34.77,0.33
828804,2024-10-14,EAST,SPORTS,Vacuum Cleaner,22,50.35,0.46
127877,2024-01-01,north,Groceries ,Rice,16,54.37,0.21
119757,2024-08-01,South , Beauty,Rice,20,25.12,0.59
626440,2024-10-04,west ,SPORTS,Rice,-2,65.45,0.0
131383,2024-07-14,EAST,home & kitchen,Cricket Bat ,0,66.0,0.59
448263,2024-08-02,west ,home & kitchen,Vacuum Cleaner,21,49.18,0.47
275651,2024-04-10,west ,electronics,Vacuum Cleaner,-2,56.33,0.46
665523,2024-11-28,EAST,SPORTS,laptop,20,23.3,0.45
813908,2024-12-06,north,Groceries ,Rice,15,48.2,0.22
410007,2024-05-23,west ,CLOTHING,Smartphone ,9,,0.21
663975,2024-05-27,South , Beauty,laptop,20,55.91,0.21
329067,2024-04-16,west ,home & kitchen,laptop,4,39.95,0.15
681016,2024-08-29,EAST, Beauty,laptop,17,53.27,0.44
226930,2024-02-10,west ,home & kitchen, T-Shirt,13,45.59,0.38
536177,2024-05-31,west ,CLOTHING, T-Shirt,20,60.46,0.0
650585,2024-06-15,South ,electronics,Cricket Bat ,18,74.66,0.04
130946,2024-12-15,EAST,SPORTS, T-Shirt,7,47.1,0.59
378764,2024-04-19,EAST,Groceries ,Rice,14,22.83,0.58
914588,2024-07-14,EAST,home & kitchen,Rice,-2,32.0,0.57
875316,2024-12-30,EAST, Beauty,laptop,17,46.02,0.45
582347,2024-11-16,north,Groceries , T-Shirt,23,87.15,-0.02
538482,2024-12-25,north,SPORTS,Cricket Bat ,4,93.0,0.27
944712,2024-03-07,EAST,electronics,Vacuum Cleaner,11,56.04,0.22
401884,2024-01-06,South ,CLOTHING,Smartphone ,8,90.98,0.48
709973,2024-05-09,north,home & kitchen,Cricket Bat ,19,26.9,0.03
705531,2024-12-15,north, Beauty,Smartphone ,14,69.04,0.5
613920,2024-04-16,west ,home & kitchen,Cricket Bat ,12,-1.19,0.48
269061,2024-07-27,EAST,SPORTS,Rice,17,37.1,-0.01
913833,2024-10-12,west ,SPORTS, T-Shirt,15,50.52,0.18
284649,2024-08-18,west , Beauty,Smartphone ,-2,71.19,0.47
501518,2024-04-04,north,SPORTS,Vacuum Cleaner,15,51.94,0.05
278556,2024-11-28,west ,Groceries ,Smartphone ,16,29.28,0.07
840649,2024-08-25,west ,electronics,Smartphone ,23,52.58,0.21
440388,2024-06-22,north,CLOTHING, T-Shirt,14,44.43,0.21
796268,2024-05-18,EAST,electronics,Cricket Bat ,19,20.75,0.56
875122,2024-11-02,EAST, Beauty,laptop,9,35.09,0.21
742326,2024-04-07,north,home & kitchen,Cricket Bat ,2,48.22,0.39
344237,2024-10-13,west ,electronics,Cricket Bat ,20,25.83,0.46
653548,2024-12-04,west ,SPORTS,laptop,9,47.59,0.37
539563,2024-03-19,west ,CLOTHING,Cricket Bat ,7,54.79,0.2
264705,2024-11-09,South ,home & kitchen, T-Shirt,12,36.7,0.12
450619,2024-07-01,west ,home & kitchen,laptop,22,13.15,0.38
603079,2024-09-03,west ,CLOTHING,Vacuum Cleaner,8,23.79,0.16
198373,2024-03-08,South ,SPORTS,Cricket Bat ,23,42.98,0.19
232058,2024-07-17,west ,CLOTHING,Cricket Bat ,4,41.01,0.35
515260,2024-06-18,EAST,Groceries ,Vacuum Cleaner,15,67.65,0.34
181439,2024-07-07,EAST,electronics,Rice,22,8.95,0.14
757551,2024-04-14,South ,electronics,Smartphone ,5,43.1,0.26
125469,2024-04-21,north,SPORTS, T-Shirt,19,61.42,0.28
409302,2024-01-30,north,Groceries ,Vacuum Cleaner,17,46.02,0.37
381064,2024-10-26,EAST,Groceries , T-Shirt,23,29.96,0.52
125262,2024-06-21,west ,Groceries , T-Shirt,17,72.13,0.07
404163,2024-12-01,South ,SPORTS, T-Shirt,13,76.83,0.49
277030,2024-06-22,north,Groceries ,Cricket Bat ,19,,0.21
616903,2024-09-07,South ,SPORTS,Cricket Bat ,17,44.58,-0.03
246690,2024-03-29,EAST,home & kitchen,Vacuum Cleaner,11,45.12,0.19
901296,2024-08-26,north,home & kitchen, T-Shirt,-1,26.14,0.08
475353,2024-10-19,EAST, Beauty,Rice,14,48.88,0.31
827394,2024-12-01,west , Beauty, T-Shirt,0,,0.17
411488,2024-08-26,west ,CLOTHING,Vacuum Cleaner,14,-1.98,0.1
625360,2024-06-23,EAST,electronics, T-Shirt,9,39.12,0.47
889116,2024-12-29,South ,Groceries ,Smartphone ,6,57.02,0.35
629155,2024-09-21,South , Beauty,laptop,17,40.38,0.23
967761,2024-04-12,EAST,SPORTS,Smartphone ,0,23.87,0.53
435712,2024-11-12,north,electronics,Cricket Bat ,23,,0.03
268077,2024-06-18,South ,electronics,Cricket Bat ,4,8.49,0.03
559280,2024-06-27,EAST,Groceries , T-Shirt,10,62.61,0.59
495026,2024-08-02,South ,SPORTS,Vacuum Cleaner,0,39.57,-0.01
458895,2024-05-28,north,SPORTS,Cricket Bat ,1,52.5,0.22
340003,2024-08-16,north, Beauty,Rice,13,57.39,0.31
364464,2024-05-23,west ,home & kitchen,Rice,4,20.71,0.58
350939,2024-02-11,EAST,Groceries ,laptop,2,49.78,0.25
814141,2024-06-15,west ,SPORTS,Smartphone ,21,39.23,0.13
887578,2024-01-30,north,home & kitchen,Vacuum Cleaner,20,44.2,0.45
890570,2024-08-09,EAST, Beauty,Vacuum Cleaner,0,60.39,0.48
287519,2024-11-15,South , Beauty,Smartphone ,19,,0.24
950662,2024-07-12,EAST,Groceries , T-Shirt,7,48.45,0.32
872286,2024-05-12,north,home & kitchen,Cricket Bat ,4,27.8,0.15
243670,2024-05-08,EAST,home & kitchen,Smartphone ,-2,63.11,0.08
171147,2024-07-06,EAST, Beauty,Cricket Bat ,9,19.12,0.01
726490,2024-08-24,EAST,electronics,Vacuum Cleaner,11,60.68,0.34
651819,2024-12-28,EAST,Groceries ,laptop,17,36.22,0.41
780215,2024-04-06,north, Beauty,Rice,5,14.02,0.23
277859,2024-11-07,South ,CLOTHING,Smartphone ,23,32.64,0.6
411302,2024-06-17,north,electronics,Rice,7,36.6,0.4
420090,2024-08-07,north,Groceries ,Vacuum Cleaner,0,46.03,0.42
683907,2024-03-06,north,home & kitchen,laptop,20,60.74,0.19
436711,2024-12-28,EAST,SPORTS, T-Shirt,2,40.36,0.6
270315,2024-12-02,EAST,electronics,Smartphone ,7,59.52,-0.0
709601,2024-04-24,EAST,CLOTHING,Smartphone ,21,63.06,0.42
217559,2024-07-06,west ,SPORTS,laptop,-1,69.95,0.49
939771,2024-01-07,EAST,home & kitchen, T-Shirt,18,106.1,0.32
178032,2024-06-25,north,Groceries ,Cricket Bat ,0,,0.48
485907,2024-07-08,South ,electronics,Rice,23,59.42,0.14
250559,2024-11-25,west ,CLOTHING, T-Shirt,2,71.89,0.28
774487,2024-10-14,north,CLOTHING, T-Shirt,0,66.12,0.13
821241,2024-12-19,north,Groceries ,Vacuum Cleaner,10,53.89,0.17
432605,2024-07-10,north, Beauty,laptop,1,32.77,0.53
936807,2024-06-21,west ,SPORTS,Rice,3,69.17,0.34
103595,2024-04-17,South ,CLOTHING, T-Shirt,-2,22.26,0.23
596178,2024-08-15,north,electronics, T-Shirt,6,19.79,0.16
707211,2024-04-22,EAST,CLOTHING, T-Shirt,0,6.34,0.48
425059,2024-10-12,north, Beauty,Vacuum Cleaner,11,83.1,0.41
